"","gene","logFC","logCPM","LR","PValue","FDR"
"2586","CSRNP2",-2.34415849128666,6.8626500611603,5.09870955704347,0.0239436500581067,0.0961109443651388
"2587","ACLY",1.73801249972682,6.25084666510585,5.09865269497614,0.0239444350031408,0.0961109443651388
"2588","SMAD1",-1.60811595967812,7.36481977709983,5.09626926460548,0.0239773607800257,0.0962059174419578
"2589","CRMP1",-1.49235118320515,7.71183571749343,5.09467945471034,0.0239993492378046,0.0962569495887845
"2590","NDUFS2",-2.3989569215067,6.6051055455768,5.09372499413325,0.024012560308563,0.0962727514456055
"2591","PPP2CB",-1.24991985881732,8.15714808213976,5.08936495431754,0.0240730053828015,0.0964778417194175
"2592","NUPR1",-3.97946717722583,6.0187940458382,5.08511536188798,0.0241320711955513,0.096677248184647
"2593","SGSM2",-1.91550879367368,7.04992498855477,5.08039134946373,0.0241979075635156,0.0969036144001333
"2594","PECR",-3.93965925394638,6.27855361177999,5.07971900237907,0.0242072928906509,0.09690382782441
"2595","DZIP3",-1.25827759466699,8.3026241756216,5.07854765672525,0.0242236527870841,0.09693195011217
"2596","G3BP1",1.22714832982252,7.02493731117504,5.07640700834998,0.0242535803424086,0.0970143213696343
"2597","HACL1",-1.9411813463607,7.12078384477461,5.07349360882735,0.0242943730764563,0.097106182712446
"2598","TSGA10",-1.73329099190161,7.43279018942945,5.07343112655265,0.0242952487179252,0.097106182712446
"2599","POLN",-1.52397531807917,7.73510909539496,5.07126413182161,0.0243256377701497,0.097190235708055
"2600","SACM1L",-1.94586251079566,6.96870362648855,5.07047228223048,0.0243367521840252,0.097197244107276
"2601","TRAF3IP1",-1.72765618582677,7.19889274203206,5.06734720820887,0.0243806672355079,0.0973351974523314
"2602","IRAK3",2.43722406456656,5.73333169984117,5.06191646859062,0.0244571783411051,0.0976031283220736
"2603","ABCG2",2.44148047023775,5.62356954962162,5.05919580705395,0.0244956020874652,0.0977031779915323
"2604","SPRYD3",-3.85687857092088,6.27208856047082,5.05814903799424,0.024510402230498,0.0977031779915323
"2605","C17orf75",-3.92815041367108,6.07006315200509,5.0575544130888,0.0245188136940903,0.0977031779915323
"2606","CNRIP1",-1.92398260579905,7.10293697464551,5.05747872249617,0.0245198846153634,0.0977031779915323
"2607","RAB8B",-1.58822207444672,7.21808678476245,5.05666731723998,0.0245313679711632,0.0977114403577135
"2608","SPTLC3",-3.95905619186787,5.87800198389259,5.05592345100131,0.0245419003896599,0.097715910140425
"2609","PARD6B",-3.86407677294404,6.30404272255079,5.05488357916699,0.0245566318245352,0.0977204209337793
"2610","DMGDH",-1.7691995198882,7.01414899144093,5.05451506284073,0.0245618546453355,0.0977204209337793
"2611","DDX5",-1.14747753714544,8.66573779816234,5.05259167713516,0.0245891326673562,0.0977914797463908
"2612","SLC38A7",-3.92320852820253,6.12657095445316,5.05129212400186,0.0246075811095283,0.0977973275919529
"2613","PDYN",-3.86417291342967,6.28968664911503,5.05116128930626,0.0246094392332216,0.0977973275919529
"2614","FAXC",-1.94804410619818,7.06402258639897,5.04711176968563,0.0246670228662954,0.0979886631383363
"2615","CTBP2",-1.45583891460177,8.00651384358038,5.04581223312912,0.0246855317307241,0.0980246889070131
"2616","CNST",-1.92282046638175,7.16436279242488,5.04374332211017,0.0247150282867941,0.0981043018845831
"2617","SKI",-1.72945098980188,7.37821398559882,5.0425402140694,0.0247321978717109,0.098134941803533
"2618","TDRP",-1.9964825094039,7.11669743719214,5.0400184048325,0.024768226860044,0.0982403619995024
"2619","TIPRL",-2.32952157566309,6.86761687901556,5.03697960665884,0.0248117144399352,0.0983724903016651
"2620","USP22",-1.29737093508397,7.88639829510829,5.03636735675532,0.0248204858041566,0.0983724903016651
"2621","KCTD13",-1.92333699163713,6.95611324857115,5.03444231721359,0.0248480857533175,0.0984443046403849
"2622","UBE3C",-1.19764702336814,8.31968354430022,5.02871368172421,0.0249304077878306,0.0987214072967222
"2623","DGKD",-1.40704470918355,7.85486444014018,5.02825282649745,0.0249370426944628,0.0987214072967222
"2624","PDXK",-1.94164914479971,7.13859604619161,5.02675428908842,0.0249586297272172,0.0987692115424633
"2625","CPLX1",-3.87593069552392,6.11496073543221,5.02425835699506,0.0249946277070741,0.0988265418096344
"2626","CGNL1",-1.9505509630957,6.86161908098133,5.02372248403498,0.0250023634468387,0.0988265418096344
"2627","DNAJC16",-2.36154161741904,6.92038457561785,5.02359522222041,0.0250042009345701,0.0988265418096344
"2628","NCEH1",-1.60501760537126,7.48250555059113,5.02311155866953,0.0250111856582935,0.0988265418096344
"2629","ZFP30",-2.31108138727959,6.80282042143432,5.02045926177603,0.0250495242652784,0.0989403803616016
"2630","LHFPL5",-2.32752046711824,6.97858964216714,5.01353395152741,0.0251499166463345,0.0992940794294311
"2631","BRWD3",-1.48888201945559,7.80729295767955,5.01282720433706,0.0251601854335513,0.0992940794294311
"2632","CHST15",-1.93628726489012,7.22019466623854,5.01230609668467,0.0251677597321131,0.0992940794294311
"2633","TSPAN13",-3.86847055490937,6.14381327528578,5.00816166270586,0.0252280834286211,0.0994942720557544
"2634","ZNF282",-3.93798516693612,6.015273949318,5.00269425269668,0.0253078932679444,0.0997711327617063
"2635","FAM169A",-1.36511786850133,7.75105486757885,4.9981552150071,0.0253743504794253,0.099995163331443
"2636","FMNL1",-3.90099219996685,6.21318398374586,4.9958007357192,0.0254088943724626,0.100093307725209
"2637","ARHGAP29",1.72373247184232,6.15347351560808,4.99321509179187,0.0254468860843413,0.100204954531589
"2638","POLR1C",-2.29433512142211,6.67580247398173,4.99200188564775,0.0254647324490149,0.10023721825268
"2639","DNAH12",-3.84347337529339,6.31481359593319,4.9884427627934,0.0255171624873798,0.100365027304878
"2640","DNAJC5",-1.71421610110347,7.25463290316721,4.98830937498405,0.0255191296239503,0.100365027304878
"2641","KSR1",-1.33805029516983,8.21223022552132,4.9878301889483,0.0255261977188159,0.100365027304878
"2642","ELFN2",-3.84710994039335,6.48244560224353,4.98544021167747,0.0255614807591631,0.100465713930034
"2643","DCC",-1.06748307916961,10.9112506243876,4.98477496181001,0.0255713107981319,0.100466322863338
"2644","PAQR4",2.06198561830344,5.91030993507693,4.98392239092372,0.0255839145196361,0.100477824648979
"2645","BORA",2.26578812650011,5.64725665178758,4.98212879514908,0.0256104506652788,0.100507094927816
"2646","IREB2",-1.50229424743932,7.54816232302889,4.98211023167499,0.0256107254602274,0.100507094927816
"2647","SH3RF3",-1.14518744639438,8.93526245121907,4.98059732304421,0.0256331313327003,0.100557021442675
"2648","EPS15",-1.33993841152097,7.95252533015903,4.97754149942819,0.0256784495833956,0.100689527820978
"2649","NVL",-1.9203518264319,7.04262044541306,4.97701258301163,0.0256863019258253,0.100689527820978
"2650","ZNF641",-3.91866716609715,6.06244151806942,4.97603490990534,0.0257008231188977,0.100708432930805
"2651","MEIS3",-2.332929258724,7.17887529715146,4.97465232110315,0.0257213730057595,0.100742878222264
"2652","RBM5",-1.46512373166221,7.63456697194226,4.97413832540679,0.0257290170498309,0.100742878222264
"2653","KANSL2",-3.85191609429213,6.19954269363961,4.9733471382247,0.0257407880439483,0.100750977402322
"2654","DESI1",-3.83219645004202,6.29492652497544,4.97091019640894,0.0257770791384096,0.100832489096818
"2655","TEF",-1.92148347426074,6.76231136062887,4.97009325057592,0.0257892570406274,0.100832489096818
"2656","TROAP",2.59979442044125,5.5170904770498,4.96999349190658,0.0257907445147486,0.100832489096818
"2657","CHD6",-1.15126133226269,8.70108468860657,4.96855474085834,0.0258122072511733,0.100878419306053
"2658","RNF11",-1.70817368996673,7.20098762985164,4.96740725976937,0.0258293382340644,0.100907392107797
"2659","VIPR1",-3.88781048552058,6.31820310078803,4.96656336456339,0.0258419444573788,0.100918672901625
"2660","PPP1R1A",-3.92207743756546,6.14764398293883,4.96336288939365,0.0258898117142878,0.101000451306641
"2661","ICAM1",2.45173138418154,5.63233411899811,4.96335780573781,0.0258898878201829,0.101000451306641
"2662","USP33",-1.29339686311907,8.10218297210872,4.96321239310941,0.0258920648476771,0.101000451306641
"2663","TTL",1.2404861494338,7.12151234704389,4.95926564971104,0.0259512257274702,0.101148881847599
"2664","ATP11A",-1.37826009181625,7.7545492644337,4.95924069487238,0.0259516002418942,0.101148881847599
"2665","HNRNPA0",1.26980622672788,6.64006591591026,4.95844086432283,0.0259636068236554,0.101148881847599
"2666","TRIM33",-1.22118703516409,8.37177236459495,4.9580335394048,0.0259697235614998,0.101148881847599
"2667","PREX1",-1.47214557077219,7.67227314305978,4.95742796853616,0.0259788200970287,0.101148881847599
"2668","CCDC136",-2.30967800294189,6.95656853218988,4.95347652404963,0.0260382577467035,0.101305532130562
"2669","ANXA5",1.68357389521343,6.10170772075722,4.95345608179159,0.0260385656063628,0.101305532130562
"2670","CPSF3",-3.90345188059153,6.03507445665228,4.95247387711984,0.0260533620300811,0.101325135325978
"2671","SH2B1",-2.34332550866793,6.88860058177179,4.94589880124423,0.0261526375275567,0.101673151660857
"2672","GAP43",-1.32072384414889,8.0539477842642,4.94028467404437,0.0262377149774718,0.101965730660953
"2673","MIB1",-1.08209217146754,8.79434612074572,4.93942685312118,0.0262507398512078,0.101978182796462
"2674","ABCA6",-3.87540942635866,6.21861131031066,4.93640154519044,0.026296728801928,0.102118635706515
"2675","SNRPA1",-2.33601592028037,6.57316195309347,4.93563454244561,0.0263084016254396,0.102125772889183
"2676","TRMT2B",-3.8564837029243,6.10199250711418,4.93095904944403,0.0263796733418933,0.10236417338648
"2677","HMGN1",1.13318864602845,7.11196076849772,4.92835590809921,0.0264194417282992,0.102480195333081
"2678","ZNF207",-1.27410870145293,8.09299941578652,4.92622545605301,0.026452035167699,0.102568309627105
"2679","ONECUT2",-3.82588892321253,6.27437415531492,4.9248949446611,0.0264724116425151,0.102609004291108
"2680","ZC3H7B",-2.30791520743989,6.88890846796246,4.92120278110803,0.0265290417701238,0.102760739849109
"2681","APPL2",-1.33923408732999,7.83315927761228,4.92093898654647,0.0265330926477976,0.102760739849109
"2682","NAA20",-3.82725796324615,6.38816710215485,4.92040812788493,0.0265412465596407,0.102760739849109
"2683","SCFD2",-1.12162548101747,8.56619927105213,4.91891938772562,0.0265641272889341,0.102774551587328
"2684","NCAPH2",1.92740337183574,5.93729613102613,4.91888808067343,0.0265646086729959,0.102774551587328
"2685","FBXW8",-1.87932046873536,7.0873807509944,4.91548751396785,0.0266169505488777,0.102928376399131
"2686","CLPX",-2.37068689837711,6.56437022617101,4.9148386343693,0.0266269503444654,0.102928376399131
"2687","EFNB2",-1.9572688684679,6.77973173405142,4.91437452266379,0.0266341051025102,0.102928376399131
"2688","PRKCH",-3.96202975545521,6.07552391232363,4.91012545550691,0.0266997018073806,0.103143490910655
"2689","NISCH",-1.49341541961198,7.68083304021127,4.90826144141758,0.0267285312598935,0.103195528233676
"2690","STAU1",-1.55413000870792,7.41745892286333,4.90796959057644,0.0267330480497485,0.103195528233676
"2691","PFN2",-3.87165660193783,6.10072204976043,4.90638934556341,0.0267575182801476,0.103251605284672
"2692","KCNJ9",-3.82142037260543,6.25090154631473,4.90269104718459,0.0268148778105138,0.103332560278778
"2693","DPP8",-1.56234966083815,7.58022618124062,4.90232990595137,0.0268204858524754,0.103332560278778
"2694","VPS54",-1.30592506156636,8.07793720126712,4.9022108591327,0.0268223347580913,0.103332560278778
"2695","APC2",-1.60935229960527,7.21065742459985,4.90186662362136,0.0268276817949698,0.103332560278778
"2696","NCAPD2",1.65668407435875,6.04779720403736,4.90182983355052,0.0268282533235347,0.103332560278778
"2697","RCC1",1.86900713287396,6.07173782502234,4.89928812437096,0.0268677690796575,0.1034463901087
"2698","ST3GAL5",-1.5474481955674,7.52787054220667,4.89183123393309,0.0269840503484679,0.103848957327337
"2699","CEP104",-3.82442821735011,6.40444635793993,4.89130166721821,0.0269923281805164,0.103848957327337
"2700","ABCE1",-2.33925694847824,6.59111994030111,4.88849528441763,0.0270362397688963,0.103948729509206
"2701","MKNK2",-3.82526372215308,6.2480416259608,4.88836489268574,0.0270382818186021,0.103948729509206
"2702","CACNB3",-3.88410646628183,6.06176661703434,4.88760834307665,0.0270501332189468,0.103955804346981
"2703","RNF24",-1.2704455414161,8.01421250684084,4.87761094128484,0.0272072514902062,0.104520939502146
"2704","FBXO25",-1.89705004867708,7.11700025776624,4.876163986271,0.0272300702000016,0.104569914555036
"2705","GPATCH11",-3.82695264433159,6.13730189287452,4.87505139167763,0.0272476295277594,0.104598663591961
"2706","RNF215",-3.9113187124265,5.99989365488725,4.87347739156599,0.0272724910225103,0.104655412704267
"2707","DHX40",-2.28643397775758,6.82543024787336,4.87175284108116,0.0272997575615524,0.104721345592597
"2708","SYNPO2",-1.5585608126952,7.35427939535558,4.87106521684014,0.0273106373617332,0.104724393782953
"2709","SNCAIP",-1.28336936589816,7.90755888996817,4.86971988891535,0.0273319365938631,0.104767378955583
"2710","ATP2A2",-1.27433220412893,8.18298915469706,4.86782231196647,0.0273620084058219,0.104838043869608
"2711","NPHS1",2.79807787546852,5.60820311250261,4.86665048178799,0.0273805961453936,0.104838043869608
"2712","LMF1",-2.35194470255655,6.79933116374598,4.8656954556057,0.0273957546215551,0.104838043869608
"2713","TPRG1L",-3.82334040515561,6.0910395645613,4.8651535184273,0.0274043603005464,0.104838043869608
"2714","NAP1L1",-1.21278237881567,8.41829567740223,4.86477544432115,0.0274103655845291,0.104838043869608
"2715","AJAP1",-1.70164548164383,7.56640815511869,4.86473875106855,0.0274109484886351,0.104838043869608
"2716","LTA4H",-3.81633320786759,6.35442240727382,4.86407565232124,0.0274214846087303,0.104839726132936
"2717","ZFYVE21",-2.3065561052764,6.94158516136213,4.85542348675233,0.0275593474588595,0.105328032393374
"2718","FMO5",-3.87432229388697,6.01575371402837,4.85419643798817,0.0275789574407575,0.105360073723932
"2719","CLCN3",-1.23042056820244,7.96395067222166,4.85336394681753,0.0275922700957554,0.105360073723932
"2720","ANKRD9",-3.82898667797989,6.18935457218466,4.85299511731578,0.0275981703128943,0.105360073723932
"2721","LRTM2",-3.82765301611149,6.20945081640959,4.85174809067,0.0276181288946717,0.105397519456917
"2722","CSNK1A1",-1.03460082394963,8.83919254453617,4.84553907956241,0.0277177274556717,0.105738751616346
"2723","ASF1B",2.74635059760511,5.5564711459651,4.84380173741514,0.0277456629597062,0.105806450302456
"2724","FAM8A1",-3.7922389048098,6.3087038500702,4.84209938430058,0.0277730642721967,0.105872062923087
"2725","LCP2",2.65611498178384,5.53558958649353,4.84105067963384,0.0277899583807613,0.105897588192963
"2726","FAM210A",-2.3233034432462,6.44358657484136,4.8396445415245,0.0278126273437588,0.105941991751
"2727","SLC14A2",-3.89964274210255,6.01657480117092,4.83906253539596,0.0278220157458568,0.105941991751
"2728","UIMC1",-1.48375289060684,7.51823527847734,4.83718956395551,0.0278522512304036,0.106018246618956
"2729","MAGEE1",-3.80147089655811,6.1730686235382,4.83351845464948,0.0279116133713325,0.10620527418392
"2730","PPARD",-1.89771881764433,7.13768151103439,4.81778286109658,0.0281675546045673,0.10713988535305
"2731","XRN1",-1.14146198861694,8.38021490575526,4.81610113780665,0.0281950521071029,0.107165421115835
"2732","BAG6",-3.95174757533833,6.01454091763691,4.81550506773941,0.0282048050271498,0.107165421115835
"2733","COX11",-2.30709831039502,6.63899328127266,4.81547917254347,0.0282052288048515,0.107165421115835
"2734","ARSA",-3.95030960893619,5.87300931704453,4.8142535536149,0.0282252937728202,0.10720243252998
"2735","RILPL1",-1.89800061633998,7.12483123222821,4.80999721603791,0.0282950909791136,0.10739754692233
"2736","CDS2",-1.46343095735493,7.77083591843214,4.80985960512999,0.0282973505758375,0.10739754692233
"2737","PROSER1",-3.78155252986955,6.3382041745883,4.80764598386018,0.0283337244693983,0.107496307961356
"2738","MTG2",-2.31066491800836,6.49512345941542,4.80483041788984,0.0283800597522685,0.107632775919487
"2739","LSM14A",-1.27218320421537,7.97983823747684,4.80387502996063,0.0283958003217661,0.107653154633523
"2740","RHEB",1.0260127337498,7.89548633113731,4.79455272904768,0.0285498684073755,0.108161411100651
"2741","DNAH10",-3.81403929270145,6.02708880747609,4.79450279159508,0.0285506960542069,0.108161411100651
"2742","HRK",-3.82912456304177,6.2476827740532,4.79315580598948,0.0285730299736181,0.108197945472773
"2743","CELSR2",-1.89081079511925,7.05820597266167,4.79266459142914,0.0285811791633106,0.108197945472773
"2744","ACTN2",-2.2773639845567,6.99134348003769,4.78946337190392,0.0286343463015306,0.1083597128262
"2745","GPBP1L1",-1.44459158204934,7.59000978541123,4.78414667810129,0.0287228757054099,0.108655133451722
"2746","TMEM106C",1.64508756241653,6.21096051409631,4.78338439366892,0.028735592003214,0.108663651624681
"2747","FAM104B",-3.88224884921702,5.91359058509491,4.77818087156225,0.0288225529785924,0.108952817666437
"2748","FAM228B",-1.88508785865673,7.09308334627559,4.76491025246672,0.0290455735857803,0.109755908338698
"2749","NEK7",-1.67251131095806,7.08891721743999,4.76325415031362,0.0290735312109516,0.109821588975817
"2750","AAK1",-1.12670348144084,8.60994343239078,4.76186661335676,0.0290969766054363,0.109870183662128
"2751","EPB41L3",1.05176656953315,7.96560006323775,4.75636325027771,0.0291901617473901,0.110181984581934
"2752","PODNL1",2.81167350401707,5.45158507170958,4.75425151172078,0.0292260010105039,0.110245416014237
"2753","SAP30BP",-2.28301027896631,6.73968526907984,4.75366618787724,0.0292359429136298,0.110245416014237
"2754","SNRNP70",-1.29130866926792,8.11741127797808,4.75349701645725,0.0292388169976127,0.110245416014237
"2755","AMN1",-1.88759137445258,6.80683191799077,4.75136954376791,0.0292749861475996,0.110341726372659
"2756","GAS6",-3.79147882086216,6.21284702587602,4.75022438410105,0.0292944742893736,0.110375116480717
"2757","TARS2",-3.86824325949939,6.13654986330674,4.74885857977679,0.0293177349953235,0.110395095494835
"2758","MCF2L",-1.70374076184498,7.29033056035232,4.74866464444782,0.0293210394236088,0.110395095494835
"2759","VMA21",-2.30694050106753,6.6277906722344,4.74321545968689,0.0294140458367789,0.110705129383513
"2760","WDR43",-1.86268725275478,6.95259888187018,4.7420748418421,0.0294335527077657,0.110738409897623
"2761","MRPL9",-3.85390940929202,5.8441814870047,4.73693699270019,0.0295215875178303,0.111029396879808
"2762","KAZN",-0.944951446517187,10.3851225551674,4.73567026547519,0.029543334457443,0.111070957641596
"2763","UNC50",-3.77355537936692,6.14756830600707,4.73204646435645,0.0296056394143643,0.111264914831255
"2764","FER",-1.010067889283,9.43835787130369,4.72873886176402,0.0296626273801549,0.11139848501227
"2765","CPNE6",-3.77298493573084,6.22417783905402,4.72873836847148,0.0296626358878011,0.11139848501227
"2766","SLIRP",-2.31520394178208,6.60783733882664,4.72713552459484,0.029690293011046,0.111462039995192
"2767","ANTXR2",-3.77834853266984,6.36576849132354,4.72494839852193,0.0297280752906946,0.111563546736022
"2768","DNAJC11",-1.88568826847487,7.08028701042099,4.72336929450902,0.0297553852161838,0.111625693672273
"2769","FGF9",-3.77341217427952,6.46064871005419,4.72185076097693,0.0297816722563289,0.11165261978787
"2770","ATP11B",-1.31424983383213,7.83243954272853,4.72112990642957,0.0297941592979808,0.11165261978787
"2771","FRG1",-3.76755821287964,6.24702953856611,4.72095752199079,0.0297971462448491,0.11165261978787
"2772","MYH11",2.14788743367773,5.94983421384988,4.72047133349584,0.0298055722315078,0.11165261978787
"2773","ZNHIT6",-1.86923876626267,7.00860121176707,4.71151098140863,0.0299613067010536,0.112155431995254
"2774","RCBTB1",-3.78922644621101,6.00787668029333,4.71150567899715,0.029961399109672,0.112155431995254
"2775","ILF2",1.66353970371238,6.05650254662677,4.7082644398479,0.0300179419363217,0.112326597861897
"2776","APMAP",-2.26604473017162,7.03292835221078,4.70449602501462,0.0300838210704853,0.112512034453079
"2777","NTPCR",-3.75038081677847,6.40102247266176,4.70419055223023,0.0300891679195108,0.112512034453079
"2778","HIPK2",-1.16693869906719,8.33419214508241,4.70249689964303,0.0301188307741332,0.112582411360187
"2779","LCORL",0.96524092549362,8.32627735484912,4.69857716286565,0.030187598504591,0.112798856736838
"2780","C5orf63",-3.93582690227253,5.89931849413785,4.69684157049714,0.0302180999288267,0.112872212108251
"2781","ACACA",-1.03891342512422,8.87689066899628,4.69427201641289,0.0302633164477518,0.112968011072337
"2782","CREBL2",-2.29076571340205,6.51382400739149,4.69414773164011,0.030265505277662,0.112968011072337
"2783","EFCAB6",-1.65811908805479,7.31912294172893,4.68849494656669,0.0303652334107239,0.11329952703448
"2784","TCF25",-1.31375322108435,7.94809735880787,4.68577824338013,0.0304132841114668,0.113438053955988
"2785","PRRT1",-1.86655688842468,6.72287047252742,4.68479912963691,0.0304306212544185,0.113461964490442
"2786","TPMT",-3.77039477526054,6.21790101254282,4.68157422729996,0.0304877974040203,0.113634346103139
"2787","OTOF",-3.77733856293601,6.6607523772863,4.67781230887612,0.0305546361609161,0.113814145514024
"2788","LRTM1",-3.762605784669,6.05733077889611,4.67762555816067,0.0305579581753756,0.113814145514024
"2789","ZBTB8OS",-1.55784635604473,7.69087037094864,4.67539504897451,0.0305976646984759,0.113921172545347
"2790","CDH11",-1.07339537180437,8.82220493406745,4.67427982999786,0.0306175374918392,0.113954304414071
"2791","SLC35E2B",-3.7629410690592,6.14693860538693,4.67117157887925,0.0306729964356484,0.114119811890997
"2792","NETO2",1.43182155344024,6.39443370524171,4.66870371407807,0.0307171038760966,0.114242982324279
"2793","MED31",-3.73834169592954,6.18218886929955,4.66625344814812,0.0307609622036564,0.11436513838982
"2794","DYNLRB1",-1.84291457467567,7.05111951376142,4.66516972134205,0.0307803811001898,0.11439637700228
"2795","SLC1A6",-3.75788951563016,6.23459166261997,4.66407233000106,0.0308000578713505,0.114428551318821
"2796","BAHD1",-3.81541694333706,6.21153566715743,4.65956971554231,0.0308809293903062,0.114647119249454
"2797","CREBRF",-1.88466543853312,6.98593534098825,4.65941989094756,0.030883624195161,0.114647119249454
"2798","PRKAR2B",-1.42060040950116,7.57023511722251,4.65895370593958,0.030892010753079,0.114647119249454
"2799","ADAM17",-1.69087334634474,7.24370969221903,4.65792269534199,0.0309105668243136,0.114675000322856
"2800","ELAVL3",-1.24669136219082,8.16610612597885,4.64906572594393,0.0310704536752527,0.115226996772794
"2801","EPHX1",-1.87437877530339,6.86703367807039,4.64623800357346,0.0311216814293432,0.115362639848304
"2802","FKBPL",2.76399958881114,5.49148031490594,4.64582071784086,0.0311292485415012,0.115362639848304
"2803","RMDN2",-1.90137147429956,7.27778449616552,4.6428851459577,0.0311825368351301,0.115471962625328
"2804","NPNT",-3.85503226805885,5.91055641105426,4.64237538964205,0.0311917999335881,0.115471962625328
"2805","NDUFA10",-1.30592103426283,7.96806519696346,4.64218695380485,0.0311952248446551,0.115471962625328
"2806","SLC27A2",-3.73837231448381,6.19699137255932,4.64128798553411,0.0312115694208266,0.115471962625328
"2807","NSL1",-1.52268772227827,7.29083779646944,4.6411351596173,0.0312143489107565,0.115471962625328
"2808","ZCCHC2",-1.87883718970903,6.92854715415762,4.63661844032536,0.031296612488544,0.115735051310912
"2809","GPT2",-1.86892829806496,7.07771101937648,4.63254684200972,0.0313709628288872,0.115968699898599
"2810","KIAA0232",-1.24899747265655,8.1640059187184,4.63087776761459,0.0314014945611048,0.116040256057834
"2811","STRN",-1.28227157618537,7.966558518786,4.62832084835252,0.0314483274241585,0.116135764662291
"2812","HELB",-3.81630113374243,5.87985646181652,4.62824552137735,0.0314497082271151,0.116135764662291
"2813","TNFAIP8L3",-3.7765368349957,6.27463748859875,4.62485576953228,0.0315119105617394,0.116324095013545
"2814","GEMIN8",-2.32273927458071,6.40800155897504,4.62339111955789,0.0315388267509103,0.116382081372229
"2815","PRKCA",-0.948933204578292,10.3276315341312,4.62173595651393,0.0315692729093576,0.116453047918568
"2816","PPIL2",-2.25661345708914,6.76994596404442,4.61676427925676,0.0316609097298697,0.116710186836545
"2817","GK5",-1.88495847168893,7.10385513884659,4.61673449273195,0.0316614595838355,0.116710186836545
"2818","VGLL4",-1.13005972847557,8.44021780977873,4.61530869547681,0.0316877912042194,0.116765799810012
"2819","BRAT1",-3.73536615730519,6.27929576021622,4.61187549980211,0.031751289243379,0.116904719751754
"2820","LRRC4B",-1.64847884223684,7.44595006024867,4.61133365188649,0.0317613230155183,0.116904719751754
"2821","DPYSL2",-1.04250415386742,9.18881518024793,4.61066813624532,0.0317736513557252,0.116904719751754
"2822","UBN2",-1.2866705011384,7.95638439209796,4.60790293984,0.0318249287160356,0.116904719751754
"2823","CRYL1",-1.43726372667267,7.60605470630793,4.60609508666384,0.0318584999311812,0.116904719751754
"2824","TIMELESS",2.76540422126242,5.43765521818408,4.60558722470077,0.0318679374010361,0.116904719751754
"2825","TMEM253",2.76540335413878,5.40384503481594,4.60558721209413,0.0318679376353384,0.116904719751754
"2826","PKMYT1",2.76540335413878,5.40384503481594,4.60558721209413,0.0318679376353384,0.116904719751754
"2827","ARL6IP1",2.76540335413878,5.40384503481594,4.60558721209413,0.0318679376353384,0.116904719751754
"2828","CTDNEP1",2.76540335413878,5.40384503481594,4.60558721209413,0.0318679376353384,0.116904719751754
"2829","E2F2",2.76540426880936,5.42729917557263,4.60558721021637,0.0318679376702376,0.116904719751754
"2830","DERL3",2.76540803893463,5.47480356663095,4.60558707014048,0.0318679402736347,0.116904719751754
"2831","PNO1",-3.74842907634895,6.03703731100739,4.60537686974129,0.0318718472281603,0.116904719751754
"2832","HDX",-1.57425058994858,7.58314241371904,4.59895769382813,0.0319914002365769,0.117301800867448
"2833","TCEANC2",1.7018284342976,6.14570944501355,4.59536504055582,0.0320585152500934,0.117451454590159
"2834","MYO18A",-2.24722170821273,6.80469021294225,4.594121140674,0.0320817870032515,0.117451454590159
"2835","FBXO31",-2.2630247202137,6.80225361238739,4.59375055453232,0.0320887235973784,0.117451454590159
"2836","PAPLN",-2.30137267013981,6.63406284821537,4.59261035529723,0.0321100755503079,0.117451454590159
"2837","PLA2G12A",-3.73756678745729,6.17159909836126,4.59247955111012,0.0321125260042189,0.117451454590159
"2838","SPG7",-1.45798878662543,7.4948231054952,4.59197550095537,0.0321219705827968,0.117451454590159
"2839","GSK3B",-1.03143644635903,8.83032310920918,4.59197397334299,0.0321219992106541,0.117451454590159
"2840","GALM",-3.8777505971628,6.1093141815525,4.59176855613834,0.0321258490255911,0.117451454590159
"2841","SBNO1",-1.87156413738186,7.17809256691591,4.59133307404466,0.0321340121813022,0.117451454590159
"2842","FGD6",-1.87781377320855,7.06855339111705,4.5899149493007,0.0321606100792051,0.117507310014942
"2843","PDK2",-3.73525753670167,6.44164955972063,4.58912737580078,0.0321753914808796,0.117519966632942
"2844","UBE3D",-1.52778750018365,7.24503911498942,4.58603357732548,0.03223352543509,0.117690902995069
"2845","ERCC2",-3.84509163287014,5.83390703850651,4.58398471511416,0.0322720848698782,0.117790273915225
"2846","ASPSCR1",-3.79330463152206,6.2484566898172,4.58264168252664,0.0322973867646926,0.117841203149883
"2847","FOXK1",-1.83964064301867,7.26258550563825,4.58165942643494,0.0323159049649281,0.117867354111631
"2848","CHGA",-3.72085414001261,6.23868289316325,4.57991609344726,0.0323487988315419,0.117945901357701
"2849","DCAF17",-3.74302302196981,6.18034781717374,4.57827552496995,0.0323797856195771,0.117989854231946
"2850","TMEM47",-1.89499307909441,6.85819512167389,4.57803159300355,0.0323843956117839,0.117989854231946
"2851","PPP1R18",2.71301461107986,5.51017098619063,4.57747369723661,0.0323949416809781,0.117989854231946
"2852","SP1",-3.78515361933032,6.12573750488029,4.56126414181839,0.032702926339431,0.119069841202192
"2853","SH3GLB1",-1.48185848632129,7.28328102362209,4.55933008230422,0.0327398774436754,0.119162596345996
"2854","GPS1",-3.77200933535966,6.38080203595781,4.55535164027552,0.0328160245603054,0.119397897349058
